sector,coef,alpha
education,0.5113236110115864,0.24624143266946336
energy,0.6346407960849259,0.24624143266946336
research_innovation,1.1496306778998626,0.24624143266946336
health,-0.0,0.24624143266946336
housing_living,0.3848638668321539,0.24624143266946336
security_stability,0.26854905398695944,0.24624143266946336
