iso3,year,education,energy,health,housing_living,research_innovation,security_stability,composite
BFA,2003,-3.510023153604474,-3.760481909663661,-3.6810220432778107,-3.1003313036257962,-1.8977649284797415,0.6326273487674208,-2.552832664980677
BFA,2004,-3.6039416973144793,-3.7617190501816617,-3.3409223286642336,-3.024688862762586,-1.923952286218189,0.6355075397976542,-2.503286114223916
BFA,2005,-3.3894056265374752,-3.7602735697013268,-3.1884388021035193,-2.9486308631283547,-2.0329559755545654,0.6444772157940258,-2.4458712702052026
BFA,2006,-3.324817013127715,-3.713862324858209,-2.859887898341323,-2.872087252427486,-2.0197078657452683,0.6424248978480508,-2.3579895761086584
BFA,2007,-3.216898203298016,-3.661845217330691,-2.5842455176132115,-2.7982487435058467,-2.0477009745787593,0.6312755596816086,-2.279610516107486
BFA,2008,-3.175473497138165,-3.647819610853215,-2.553394918204075,-2.726674165221771,-1.9509826094348721,0.605703497548728,-2.2414402172172285
BFA,2009,-3.0627534283815208,-3.6137376420685086,-2.3713552790819103,-2.654957894026565,-1.807948274030374,0.6151664051412821,-2.149264352074599
BFA,2010,-3.118044330689739,-3.4168987618944042,-2.2601313516219514,-2.5830543464353153,-1.6906530380114784,0.6223453251512816,-2.074406083916934
BFA,2011,-2.9576199663006224,-3.329814285239094,-2.2451353636759492,-2.5109559791327634,-1.779686408297557,0.6382119032346926,-2.0308333499018825
BFA,2012,-2.7162132487729935,-3.2240370110043193,-2.2895552751558057,-2.438675488865165,-1.7840281683036345,0.6288863271303755,-1.9706038108285906
BFA,2013,-2.469775311488005,-3.174637852341829,-2.076148046948789,-2.3662055807377405,-1.70511357455624,0.627861905614356,-1.860669743409708
BFA,2014,-2.3530463014601453,-3.0934657877752127,-1.8876506642015474,-2.2935189487877863,-1.9236480154881015,0.6257451127207482,-1.820930767498674
BFA,2015,-2.2653869356974274,-3.077799745851901,-1.8581352382268574,-2.2206284731898784,-1.896161570372217,0.6322144672964183,-1.780982916006977
BFA,2016,-2.1059823681993195,-3.049112804041103,-1.50204939219795,-2.1475264176764313,-1.6904775428098238,0.5992521795592797,-1.6493160575608912
BFA,2017,-1.9014708888547682,-2.9708880391100854,-1.3419787213142615,-2.0742680834966487,-1.5294308116182305,0.5902570603936813,-1.5379632473333855
BFA,2018,-1.825468945741923,-2.9535160655414607,-1.5571905123814311,-2.0008262682412776,-1.7534033042672548,0.5902570603936813,-1.5833580059632777
BFA,2019,-2.052084210760525,-2.8627067843058787,-1.4323125297143646,-1.9271731322506265,-1.4774926059140656,0.5902570603936813,-1.5269187004252966
BFA,2020,-1.983596157892021,-2.8316795060537014,-1.1657904417265255,-1.8533444528283083,-2.0046066994897336,0.5902570603936813,-1.5414600329327681
BFA,2021,-1.8350398367761496,-2.792079832706881,-1.0911941533624017,-2.5423462328808144,-1.982643289876827,0.5811340438005211,-1.6103615503004256
BFA,2022,-1.930531117475318,-2.788976108613954,-0.9464698034413496,-3.2311811924516123,-2.047134894733933,0.5553694700364243,-1.7314872744466239
BFA,2023,-2.067062810670741,-2.730692558235093,-0.9115896099506845,-3.2202531523720097,-2.084923592543266,0.5117478996006365,-1.7504623040285263
BFA,2024,-2.060843756469928,-2.730692558235093,-0.8697486913046896,-3.1832536014113706,-2.1427046599167396,0.4878507696587584,-1.749898749613177
BRA,1990,1.2910367641083742,0.19267519088185797,0.8557320246788608,-0.04184138718202789,-0.7274202832043447,-0.6867628723275399,0.14723657282586342
BRA,1991,1.2910367641083742,0.2563380979544173,0.9617348794146853,0.012048515116110877,-0.7557854112743605,-0.6108219242708015,0.1924251535080709
BRA,1992,1.2910367641083742,0.22287491213171665,1.0581209349095348,0.0672381713936602,-0.8097658275749112,-0.4913614428367794,0.2230239186885992
BRA,1993,1.2910367641083742,0.2767169122014536,1.05123232107777,0.1259760084154786,-0.7508915123634826,-0.5631663104225041,0.2384840305028483
BRA,1994,1.2910367641083742,0.33032299396143056,1.026579526405426,0.18444692638603544,-0.7865429052157742,-0.6240701626386238,0.23696219050114473
BRA,1995,1.0103878281962144,0.3945507903942445,1.1674026032024365,0.24154539645174822,-0.3244594098638323,-0.7822653642420488,0.2845269740231271
BRA,1996,1.0357567847063323,0.4510710471627613,1.153829735803663,0.2939431751019995,0.14389598979456242,-0.9672322769714955,0.3518774092663039
BRA,1997,1.0611257412164545,0.49519230770839284,1.3805283163918,0.3344373765670567,0.30708975881206435,-1.010156011036952,0.4280362482764693
BRA,1998,1.0864946977265755,0.5074655917924843,1.3630970545721341,0.36743417555321406,0.30157079040423124,-1.0444576845394353,0.43026743758486735
BRA,1999,0.5042425379550289,0.5109471288749093,1.4794965044947839,0.4028731134475661,0.36794001766530543,-1.0585530341103757,0.3678243780545363
BRA,2000,0.5863317495693678,0.5568205278254533,1.551448093987063,0.4131052095443101,0.4181081875769783,-1.1330213317200941,0.39879873946384636
BRA,2001,0.574003332769811,0.5781137131602593,1.6205299071064283,0.4802579957668613,0.4919275430066183,-1.2111702750468636,0.42227703612718576
BRA,2002,0.5988765036078969,0.5805573202307337,1.6531722644802955,0.5465206531971435,0.491626724465171,-1.256124969877737,0.4357714160172506
BRA,2003,0.6611496580930692,0.5596774874667428,1.6516976635459508,0.6124349362296382,0.5529431419569436,-1.285481617782384,0.45873687825166015
BRA,2004,0.7410241880412345,0.5904950069164786,1.717053289908417,0.6779897211756227,0.5777162326625447,-1.161968225395557,0.5237183688847901
BRA,2005,0.8897204549165825,0.5999545535811454,1.7858666476388756,0.7431926511283327,0.6372559548517509,-1.1118170318853886,0.5906955383718829
BRA,2006,1.0661631991860694,0.6205474548595267,1.9857275203242009,0.8080648419339488,0.6539665715760034,-1.1514492123676836,0.6638367292520108
BRA,2007,1.1714552863092154,0.6587356456880588,2.0293981568787913,0.8726121955533587,0.7620906309815813,-1.0802362088856459,0.7356759510875599
BRA,2008,1.210893592055184,0.697483993290223,2.092000915613659,0.9368404114461744,0.8512060156119511,-1.1511454311191331,0.7728799161496763
BRA,2009,1.2684613929237858,0.6626631510638373,2.2169048687639297,1.000727036781051,0.907536885381001,-1.182766876884371,0.8122544096715388
BRA,2010,1.301362718919678,0.7511357345765288,2.195534768527829,1.0643070866610722,0.9328066699127732,-1.1968672415903372,0.8413799561679242
BRA,2011,1.4077271166122787,0.8152167558582019,2.2404696637858934,1.1277021471249986,0.9393350653365671,-1.1796881832088861,0.8917937609181755
BRA,2012,1.408596694207674,0.8615623505669506,2.2601930016680503,1.1907935779794032,0.9818091268403131,-1.3111855406750093,0.8986282017645637
BRA,2013,1.3968372092541756,0.9028304120708304,2.3130455374255936,1.2158422524432095,1.0802612189949021,-1.3111194906653887,0.9329495232538871
BRA,2014,1.4906054696878337,0.9230503054637824,2.4078022780237913,1.2406114263212764,1.1634004250012675,-1.3953509486915263,0.9716864926344041
BRA,2015,1.5845999785826888,0.8573489593989148,2.5026537333972496,1.2650836092991606,1.221248492542792,-1.325689878166102,1.0175408158424506
BRA,2016,1.62874717118872,0.8026703597049064,2.5188127674989302,1.2886776939939917,1.2064058391143078,-1.4137864205405548,1.0052545684933836
BRA,2017,1.6766577342395572,0.8108281597392768,2.4252099752045666,1.3143657386626861,1.1212772017257837,-1.4861077587886409,0.9770385084638716
BRA,2018,1.6724072153400298,0.7920045297245366,2.55818180924904,1.3429030636509056,1.1688873975002456,-1.2083939944388307,1.054331670170988
BRA,2019,1.7035165813355075,0.7881856878994964,2.5863716462378328,1.366251714524469,1.2043192188507796,-0.7977090518233948,1.1418226328374486
BRA,2020,1.7368806603889368,0.7179846938354384,2.3280332705010327,1.392454289643886,1.2264664412639046,-0.8371631052362832,1.0941093750661526
BRA,2021,1.7125232355514433,0.810260664139876,2.1380528235173117,1.420550843967539,1.0833041224824278,-0.7463601982948637,1.069721915227289
BRA,2022,1.7284561344725926,0.8398047399672645,2.3710412357987525,1.441508910987337,1.0872322679189164,-0.7169483733060357,1.1251824859731379
BRA,2023,1.7762782185070538,0.8655137760837399,2.6295617871526016,1.465686598088857,1.105502792664717,-0.6610052432364335,1.1969229882100894
BRA,2024,1.8218535924407542,0.897736744046511,2.7735688685100928,1.4833950833904326,1.1299342241020252,-0.6610052432364335,1.2409138782088969
CHL,1990,-0.26023232423321163,0.4057253308311129,0.07639238751692874,1.7106307919256203,-0.30545290757236104,0.5662578450344685,0.3655535205837596
CHL,1991,-0.22646955146143105,0.43229279263991166,0.4057839304823643,1.7128769285764263,-0.39260061899927334,0.4950452711356383,0.4044881253956059
CHL,1992,-0.5949080571553123,0.4868265749792804,0.2644307820586387,1.7129999481864682,-0.30962947800434837,0.46648184736401554,0.33770026957145705
CHL,1993,-0.48080078806401316,0.5845273112636103,0.6871146442573036,1.7088538187603752,-0.41721404351639246,0.4766011501945801,0.42651368214924396
CHL,1994,-0.3266557928163729,0.638736383176344,0.9261434278029453,1.7000216262822778,-0.22116653615144072,0.46248568264544526,0.5299274651565331
CHL,1995,-0.2051421060600232,0.7213738114547363,1.0856834216863762,1.6879598876350714,-0.3969442383771744,0.45790686436349315,0.5584729401170799
CHL,1996,-0.11397005320085274,0.8143591241391669,1.0221511367298197,1.6738965952213527,-0.5697654427564641,0.4399987989090257,0.544445026507008
CHL,1997,-0.029912000663071776,0.9154866041808926,1.205240179669491,1.658959293291385,-0.5674654683284646,0.4464958201339432,0.6048007380473626
CHL,1998,0.25539473388013717,0.9644475641207757,1.373711985219936,1.64468744525935,-0.5130477335970586,0.4597312147645583,0.6974875349412831
CHL,1999,0.5428808119827024,0.9944850046963353,1.5861713058870024,1.6323443275307634,-0.4980497874872878,0.47605394412143176,0.7889809344551578
CHL,2000,0.5399513483421752,1.002820080729674,1.772706196462651,1.3740013353949054,-0.44418074282899445,0.4742385837664559,0.7865894669778113
CHL,2001,0.5742604321195732,1.0042448361250664,1.7647619844222815,1.4298963839150785,-0.4326753986937282,0.4688743039496484,0.8015604236396533
CHL,2002,0.6127484356280762,1.012136910136397,1.7132156671078222,1.4849792852060373,-0.2456244304634763,0.45396797437316183,0.8385706403313363
CHL,2003,0.5876037315171074,1.0985322100516859,1.788103596767375,1.5377964055021032,-0.2963592381839931,0.4548310607677269,0.8617512944036676
CHL,2004,0.8946691654076794,1.128920892130028,1.7429921961513033,1.590569401176297,-0.2324676982149276,0.44365806573136607,0.9280570037302911
CHL,2005,1.011033896254089,1.143575260727222,1.6241679969139016,1.601953885792642,-0.2153319965609807,0.43248507069500536,0.9329806856369799
CHL,2006,0.9864679995354012,1.1967919304570789,1.6065064611479334,1.6132939778269968,-0.21044718139208202,0.4289747807428683,0.9369313280530328
CHL,2007,1.1138939584191503,1.2513434177854479,1.6793247064209844,1.624296573485883,-0.0808159785622652,0.4205650845833779,1.0014346270220964
CHL,2008,1.2283939070515384,1.2653903369278645,1.8882647660944127,1.6352537491362067,0.060485458774169235,0.4346580781833519,1.085407716027924
CHL,2009,1.4007599853419772,1.260138578039388,1.9436369458316052,1.6461089045754052,-0.09833893872961678,0.4199506071039412,1.0953760136937833
CHL,2010,1.4698806535981959,1.363372470004556,2.013936088221978,1.6569020880190324,-0.12034246492176093,0.45847939861438464,1.1403713722560644
CHL,2011,1.5739945303603498,1.3833132049995962,2.080876839476103,1.6676497755287387,-0.09319199032813526,0.42261905360775054,1.1725435689407337
CHL,2012,1.739697954167686,1.4057348340127382,2.1277335135084634,1.6783758851347403,-0.04866616628780872,0.5050905005520073,1.2346610868479713
CHL,2013,1.883475922833823,1.4193846196679507,2.294425921031739,1.6890488051484402,-0.01507764721104644,0.45883978935952685,1.288349568471739
CHL,2014,2.0258632217488097,1.4828350461500095,2.598746955001777,1.6996689494765758,0.11750652720674859,0.506858025927986,1.4052464542519845
CHL,2015,2.090404006368779,1.5394385086979097,2.7372418737441158,1.7522938992167367,0.12520606291269212,0.5158961114724914,1.4600800770687874
CHL,2016,2.1992247772163087,1.5679317921457185,2.8016431235768753,1.7751071504327842,0.139265709747912,0.4414499229930931,1.4874370793521157
CHL,2017,2.2194081107275614,1.5604700181224833,2.996751823420148,1.7533994197629106,0.12171661358798137,0.3856791415810636,1.5062375212003578
CHL,2018,2.242168272737478,1.5624792560861933,3.0389050982958494,1.6945100362630456,0.13685824108351824,0.37393362553508136,1.5081424216668609
CHL,2019,2.2559239059508482,1.5604928191728897,3.1395962780543263,1.6136528097529061,0.14638471310618084,0.3429442069724694,1.5098324555016036
CHL,2020,2.225287333202616,1.497757605911564,3.211595643354776,1.5882688527438045,0.29243529659029294,0.277477273417308,1.5154703342033935
CHL,2021,2.3983607546284365,1.6104317801318244,3.2248370269593636,1.7654994508147899,0.32665637343950393,0.3538071454429408,1.6132654219028097
CHL,2022,2.531262674500921,1.6252847695181767,3.359495440481836,1.7728001953959627,0.24191121237927538,0.2048740582313959,1.6226047250845943
CHL,2023,2.6862599024525338,1.6202105161290674,3.5463943684345893,1.7764961076569377,0.31851005368296914,0.2363708454727668,1.6973736323048108
CHL,2024,2.6664768680051885,1.6393106749682158,3.543499090880147,1.7797360869722678,0.2655419165569126,0.2363708454727668,1.6884892471425832
CHN,1990,0.14737170622831852,-0.35447236615482236,0.49955204213434923,-0.8368767759744432,-0.12462426535237628,0.4865186187930795,-0.030421840054315762
CHN,1991,0.0735621733644232,-0.3269939743032743,0.30302858183599846,-0.814927455548233,-0.07269914773971856,0.5081987814670802,-0.05497184015395399
CHN,1992,-0.0300779103977243,-0.26510291337713643,0.18267938294569286,-0.8065154294533906,0.012949223126607491,0.48719800697862037,-0.06981160669622177
CHN,1993,-0.028077128060062538,-0.17610249956118873,0.045927886659154996,-0.7958242041355377,0.11227394918646623,0.5663844810783529,-0.045902919138802456
CHN,1994,-0.09417121469088953,-0.10734188075617986,-0.07885520387389604,-0.785743739034333,0.08992475583874758,0.6020067684551441,-0.062363419010234455
CHN,1995,0.07470818111992387,-0.018886798644307517,0.0735852648245367,-0.7740880448506465,0.06564316932714351,0.5214208760869559,-0.009602892022732346
CHN,1996,-0.03940463621021205,0.0024355995345218743,0.19430710318639283,-0.6951890124961367,0.051143980373974794,0.5337565615377338,0.007841599321045731
CHN,1997,0.024733025988709516,0.034894882453817895,0.23035389286381505,-0.6166201221090675,0.16887106580114292,0.5312477934411916,0.06224675640660157
CHN,1998,0.009726248158762024,0.06273719639399329,0.2800111444688003,-0.5359207286595165,0.2021519722735311,0.5320618027829424,0.09179460590308545
CHN,1999,0.056648404860001195,0.08196961023859813,0.3804664965709221,-0.4537886721139019,0.34309853491769843,0.5328758121246929,0.15687836443300182
CHN,2000,0.2231240466770776,0.14317760823538406,0.2381607913606969,-0.46596913221503633,0.6729730270849311,0.5336898214664437,0.22419269376824955
CHN,2001,0.29054250832117734,0.2178335251832347,0.29632593597372925,-0.42584196026163973,0.826739730530998,0.5336898214664437,0.2898815935356572
CHN,2002,0.3750995318923749,0.3138506630311508,0.37064288812952767,-0.31177885454778415,1.0372637198244818,0.5353178401499451,0.3867326314132827
CHN,2003,0.45303487113048163,0.4739987597170592,0.4908210729459971,-0.19970586135604418,1.2365070760394326,0.54625315051102,0.500151511497991
CHN,2004,0.5900657501128187,0.6445488724595184,0.6029281153947965,-0.08971555164191634,1.441111105369028,0.5453195816225771,0.6223763122194703
CHN,2005,0.6390682796855747,0.7837229877469862,0.6896883270191184,0.018002904922971706,1.7300304365009842,0.5670002063327193,0.7379188570347258
CHN,2006,0.6273953705443782,0.8985832340337979,0.9155396760365022,0.12259240943160561,1.9127135654202696,0.5824015947257635,0.8432043083653862
CHN,2007,0.7965820082955627,1.0197657908645328,1.0045826054743277,0.2244664394145959,2.0374699555433287,0.5926630253937607,0.9459216374976847
CHN,2008,0.8803658641047679,1.0806245844990854,1.2187535971880123,0.324101873021711,2.227663112804908,0.599977184824527,1.055247702740502
CHN,2009,0.9433015919809217,1.1548101476467696,1.475174283050694,0.4213408831616269,2.4366479979928815,0.6012214021703531,1.1720827176672077
CHN,2010,1.076022720747335,1.2702664158370962,1.5653136433569772,0.5162479090654382,2.584411063891739,0.6081847786820811,1.270074421930111
CHN,2011,1.1090613354967076,1.365712817104556,1.6789925945670792,0.6078086156568582,2.74810675956215,0.615743964119262,1.3542376810844354
CHN,2012,1.156635242999025,1.4032266359247962,1.8473110606207273,0.6966241502650191,2.9704183293230155,0.619854194231013,1.449011602227266
CHN,2013,1.2225863932307923,1.4552222963009707,2.0133927644425493,0.783117493442389,3.1733486444520382,0.6234996990167841,1.5451945484809206
CHN,2014,1.6109304109807545,1.4917033305008334,2.12843481557928,0.8673576664951993,3.213612567149742,0.6266306945277469,1.6564449142055928
CHN,2015,1.713912657229063,1.5049485037781318,2.2728952107681875,0.9493194427895084,3.3446379408921576,0.6313167081930604,1.7361717439416848
CHN,2016,1.770174752501865,1.531831435151094,2.360325471389633,1.029020110700477,3.473081210670706,0.6343730921013688,1.7998010120858572
CHN,2017,1.8225450810320893,1.573285725688246,2.4673760207646507,1.1064075006448628,3.5350828888622474,0.6377893476396179,1.8570810941052855
CHN,2018,1.9044036768953525,1.6126957863196407,2.5843561414062557,1.181342336245705,3.6576561318943455,0.6402483124498929,1.9301170642018652
CHN,2019,2.0053849159916415,1.6395279683273851,2.7228819820628027,1.2538841015130084,3.7903827283491167,0.6410769554813215,2.0088564419542125
CHN,2020,2.1630947039673964,1.6520840160123216,2.8486276347682074,1.3241343255712688,4.02698656016356,0.6422228315221217,2.1095250120008124
CHN,2021,2.3248970449407516,1.7195975412328048,2.8959942735289714,1.4051904088497438,4.102386657367894,0.6422228315221217,2.181714792907048
CHN,2022,2.568767373329884,1.7481118704333574,3.2505517646150968,1.134011340396576,4.248373299727182,0.6422228315221217,2.265339746670703
CHN,2023,2.6806982000456725,1.7981547767364168,3.2162732962090725,1.184532814648973,4.39286758769563,0.6422228315221217,2.319124917809648
CHN,2024,2.8056200190754894,1.7981547767364168,3.2253398952717722,1.186361117807817,4.387401855679504,0.5993011188830235,2.333696463909004
COL,1990,1.003997348483412,0.15102482009528928,-0.41982679211003826,1.5735368865849726,-0.6318685095758261,-4.529331655218833,-0.4754113169568372
COL,1991,0.9974636790015845,0.20256773200433834,-0.37973196935163456,1.5529744974339856,-1.7957793524306283,-5.284433227407181,-0.7844897734582559
COL,1992,1.076104561805968,0.24486648932769475,-0.3506323544366169,1.532438255774719,-1.3242703193472016,-5.118152134731024,-0.6566075836010768
COL,1993,0.6489355133742721,0.30574349521568467,0.32891058644660287,1.511685139203172,-1.1486300259604871,-5.055381638691882,-0.5681228217354396
COL,1994,0.5961460973243948,0.32947345554638247,0.20009494802633362,1.4907087112926338,-1.2260119789808683,-4.674285481991346,-0.5473123747970782
COL,1995,0.5715604439500349,0.33546984937624696,0.6432552719828798,1.469400620273084,-1.0810127796183027,-3.650574102026048,-0.2853167826770175
COL,1996,0.6040199793336183,0.3620754034550589,0.6410636649852659,1.4480831855750043,-1.7043692858550066,-3.768372279445028,-0.4029165553251812
COL,1997,0.6182545659256932,0.5235315479567203,0.48045100927020357,1.4265955039809937,-1.7019822013605426,-3.6614743495771593,-0.3857706539673485
COL,1998,0.610605354859175,0.5068967399557539,0.548062486093147,1.4049094018519626,-1.5031491715691427,-3.564052774603886,-0.33278799390216507
COL,1999,0.7425917859962803,0.4085383619252032,0.6884622442010894,1.383609208580399,-1.726123342657491,-3.719503381192684,-0.3704041871912005
COL,2000,0.6992702316710341,0.4615441819345859,1.0751230344465315,0.6723066673970035,-1.7190276079890958,-4.035925429089913,-0.47445148693830896
COL,2001,0.6786288761899543,0.5361298399899257,1.3068172417802255,0.7171634433634663,-1.7328592048464304,-4.189856469410902,-0.44732937882229346
COL,2002,0.7156680228394662,0.4743770578295392,1.3283946505904285,0.7618194890228699,-1.7010623548986428,-4.209745469157534,-0.43842476729564556
COL,2003,0.8033851537843805,0.4594479520300631,1.4268187330724458,0.8062762417183781,-1.5772594188292857,-3.3117982834565876,-0.23218827028010094
COL,2004,0.8758091907284572,0.5350539235324543,1.435492136096473,0.8505221472827059,-1.5651444787604714,-2.7000336723206493,-0.09471679224017171
COL,2005,0.9634572568796371,0.5746295079520567,1.5802497336714108,0.8945591546848527,-1.4745229641665067,-2.3072088216558138,0.03852731122760611
COL,2006,1.1036702246369945,0.5765427188142779,1.7164698829373646,0.9383896679775977,-1.274088422750283,-2.1651477675595356,0.14930605067606936
COL,2007,1.1300403514537725,0.6337106076456958,1.7873353440408726,0.9820030230458097,-1.3137135211828521,-2.0842498485636227,0.18918765940661256
COL,2008,1.169275595781603,0.6524615989425259,1.822732419968069,1.0254153363708725,-1.172399273433459,-1.883379048038402,0.26901777159853496
COL,2009,1.3988930913856954,0.6451032934616333,2.0754289512008945,1.0686282636500561,-1.0971029282853704,-1.8030781584638242,0.381312085491514
COL,2010,1.4798891610661706,0.7198382163040311,1.9210913842903994,1.1116331309124392,-1.0545908612503985,-1.7195628612066942,0.40971636168599135
COL,2011,1.497453885296149,0.7929632988657327,1.8841361595826736,1.1544320324667459,-0.9482802985105941,-1.796481115363762,0.43070399372282414
COL,2012,1.5008670733194824,0.8495624049631738,2.0783107746199603,1.1970405047330204,-0.8130679957395299,-1.8193262923227407,0.4988977449288943
COL,2013,1.3905020360796543,0.8238121476740431,2.153813963558626,1.2394497175864903,-0.7761060328430865,-1.6426327444067976,0.5314731812748216
COL,2014,1.4090151617421318,0.8300763401660798,2.2339630867627362,1.2816623180560596,-0.7004358017433265,-1.3120840334484143,0.6236995119225445
COL,2015,1.411718803854116,0.8987335796964476,2.446358042448314,1.3236932519877733,-0.5368702486924258,-1.2121886304620546,0.7219074664720283
COL,2016,1.4681774002348318,0.9052796011284538,2.4823236698954085,1.3655440334891644,-0.44040896072769137,-1.137812630897379,0.773850518853798
COL,2017,1.5962884325244089,0.9072499851485644,2.5808260146831965,1.4001001325653468,-0.44942398793402566,-1.096660647691906,0.8230633215492641
COL,2018,1.569351470268901,0.9485408159871549,2.6179608899710387,1.4344726750174597,-0.5181110358679376,-0.9765454949966372,0.8459448867299967
COL,2019,1.5251506844512353,0.9386048259663189,2.7036421106081847,1.4604381886075035,-0.44331043258032715,-0.9472717502245688,0.8728756044713911
COL,2020,1.5160939637762236,0.8797959625748653,2.740847008612622,1.4862368286391938,-0.4779921862234039,-0.8947663339764607,0.8750358739005066
COL,2021,1.5442210571207187,0.9849779486861382,2.7075486340892265,1.5118614887209734,-0.2402905301761719,-1.0986785591396722,0.9016066732168689
COL,2022,1.549510632272207,1.0495388178272775,2.6008463710916767,1.5373252856999111,-0.25857480476449984,-1.054853151377582,0.9039655251248316
COL,2023,1.5519336811439837,1.0275548348998473,2.8750502570852676,1.5626220444349135,-0.2600562695053621,-1.052398116572665,0.9507844052476644
COL,2024,1.5124334562173969,1.048400854242146,2.8779831205440543,1.5856211785431393,-0.227825576837553,-1.052398116572665,0.9573691526894198
IDN,1990,-0.06864272733404934,-1.5834337260423212,-3.0357681167259374,-1.7032175016925744,-1.1702728526489845,0.6323045302525081,-1.154838399031893
IDN,1991,-0.17531434501776816,-1.6842953020943188,-2.83261356141537,-1.6034388784888083,-2.3545554281993857,0.6323045514491301,-1.3363188272944202
IDN,1992,-0.19996361777240676,-1.3552490288362005,-2.6325717287574273,-1.501482527270393,-2.2643287412892916,0.6323045434020401,-1.220215183420613
IDN,1993,-0.01773384919192917,-1.442342738915438,-2.437886160832361,-1.3976239085978284,-2.3366757916421035,0.632304576098289,-1.1666596455135618
IDN,1994,0.0317281606396842,-1.2209707371805198,-2.3882825827757284,-1.291889715927712,-2.3441550365979094,0.6323045656511891,-1.0968775576984993
IDN,1995,0.05497435816793086,-1.0515606684335053,-2.3628097550325076,-1.1852933895144329,-2.295565931848156,0.6323045754233492,-1.0346584685395535
IDN,1996,0.06269553696075535,-0.8775094843393847,-1.8994985692603021,-1.0782745495337518,-2.103367867054263,0.6323045660835862,-0.8772750611905599
IDN,1997,0.14595864575193118,-0.6810099131969557,-1.8497976356968708,-0.9716040130027831,-2.0572920085185067,0.632304508854761,-0.7969067359680707
IDN,1998,0.20439940948698898,-0.7715413408367454,-1.7601917180988111,-0.8671911121275935,-2.036595793926752,0.6188996809190723,-0.768703479097307
IDN,1999,0.27266098882278117,-0.6531442525362338,-1.6844427307556316,-0.7672796662082387,-1.9871744705410201,0.6089474502569174,-0.7017387801602375
IDN,2000,0.313816474000224,-0.566928880415328,-1.5848094353951825,-0.8725228851331801,-1.9330676590637736,0.6062537351699813,-0.6728764418062098
IDN,2001,0.3396678855653782,-0.5164419278328453,-1.4580892816877227,-0.7784771976099067,-1.9446019353032558,0.6130449999370591,-0.6241495761552156
IDN,2002,0.48237727174006645,-0.484440666148017,-1.502139017016734,-0.6844532560847341,-1.912274494034113,0.6198362647041369,-0.580182316139899
IDN,2003,0.6605189544739728,-0.4259144528293664,-1.3817092825148143,-0.5904881335854376,-1.9292244368291571,0.6266275294712146,-0.5066983036355981
IDN,2004,0.6223035155512152,-0.33095609246119395,-1.4349558264049531,-0.49657452464259016,-1.8946785267476762,0.6338431150626294,-0.4835030566070948
IDN,2005,0.6549924300519357,-0.3560334272801583,-1.1709340353696116,-0.4028057356689798,-1.868095903992155,0.6350725975148956,-0.4179673457906789
IDN,2006,0.6972071416245097,-0.21420116218246832,-1.0423949135633286,-0.30915865876128207,-1.815923989899843,0.6363020799671619,-0.34136158380254167
IDN,2007,0.787469657962218,-0.16051067326592178,-1.0221090411688971,-0.21568029686310092,-1.8478334589653833,0.6375315624194281,-0.30352204164694285
IDN,2008,0.7228672829838608,-0.11718252286595754,-1.011723376078021,-0.1223646553909519,-1.7599503702086263,0.6375315624194281,-0.27513701319004463
IDN,2009,0.8862389921663831,-0.024629219658070838,-0.980559256904179,-0.029822151697773625,-1.6979867502203443,0.6375315624194281,-0.20153780398242613
IDN,2010,0.9182468639542992,0.08775195484852087,-0.896947145273914,0.05830561745274779,-1.6091015639984738,0.6375315624194281,-0.13403545176623194
IDN,2011,0.972206816839094,0.20938419937453123,-0.776019034465011,0.1354112596990702,-1.5767131751188843,0.6323047158369384,-0.06723753630571024
IDN,2012,1.2454033470336932,0.31678141241264907,-0.6380401787082585,0.2114684329103731,-1.536812202426826,0.6323047016681833,0.038517585481635676
IDN,2013,1.3410412367359845,0.35741499839334245,-0.42827800763429397,0.287182527119852,-1.490017423110144,0.6323046508474492,0.11660799705869836
IDN,2014,1.3896865822739048,0.42690372268171284,-0.3449611975087714,0.36258096520432326,-1.4056113566231518,0.6323046854067286,0.17681723357245774
IDN,2015,1.4942285910348034,0.515428570025469,-0.23864047518334466,0.43763052872370967,-1.2202521690358124,0.6323046597998251,0.27011661756077504
IDN,2016,1.2822652099619618,0.5356728308899446,-0.10872180812043365,0.5123290915794598,-1.0830563146035894,0.6323046818837079,0.2951322819318419
IDN,2017,1.1519147634865805,0.6219151823992546,0.02842489864938909,0.5866409805694431,-0.7570419666980723,0.6323046639875517,0.3773597537323578
IDN,2018,1.0670663546998114,0.7343267051817806,0.06320082114073045,0.6605853664050362,-0.7915105247655239,0.6323046998585551,0.3943289037533983
IDN,2019,1.0894255459837343,0.8141118396764453,0.12139513228969595,0.7247138315488981,-0.41819647747050814,0.6323046974954384,0.49395909492061735
IDN,2020,1.0946252780340926,0.7331780509960385,0.027051584597164054,0.7884778205318189,-0.6120245159103136,0.6323046588161297,0.4439354795108217
IDN,2021,1.1595483570592753,0.8331244651606834,-0.01362986437556282,0.8424237029290599,-0.5863821020221911,0.632304694316487,0.47789820884462525
IDN,2022,1.1500065351834372,0.8966918056139922,0.4164372585207705,0.8800796773229467,-0.6113350542232,0.6559737992034215,0.5646423369368946
IDN,2023,1.1668790833483806,0.9374309050020373,0.15382034161576744,0.8940661887863287,-0.5989193400897362,0.6559737992034215,0.5348751629776999
IDN,2024,1.2463097198583613,0.9374309050020373,0.23770097816096375,0.9077804668506531,-0.6314727394017222,0.6559737992034215,0.5589538549456191
