strategy,ann_return,ann_vol,sharpe,max_dd,sharpe_ci_low,sharpe_ci_high
long_only_top_quintile,0.0361816528219292,0.2384384227560054,0.15174422143764124,-0.5618774689761474,-0.08465162751750176,0.618602835406566
long_short_top_minus_bottom,-0.1106730930705424,0.2695053401981848,-0.4106526905520955,-0.9448107115394736,-0.33943032880198504,0.38751602759560855
benchmark_EEM,0.026196034597872675,0.21174668348279332,0.12371402549028061,,,
