date,nav
2018-10-31,0.18105113203238812
2018-11-30,0.17710512260607544
2018-12-31,0.18200696377365014
2019-01-31,0.18254490693573153
2019-02-28,0.182868225699832
2019-03-31,0.18177623441569926
2019-04-30,0.18617802974066944
2019-05-31,0.1865340143750052
2019-06-30,0.20645284454043317
2019-07-31,0.2129419882459143
2019-08-31,0.21368262597786156
2019-09-30,0.20449598225137422
2019-10-31,0.20580996357106532
2019-11-30,0.1926306529761638
2019-12-31,0.1919451156553665
2020-01-31,0.1890524874124738
2020-02-29,0.1976865488221012
2020-03-31,0.22045053684600266
2020-04-30,0.20183573832042195
2020-05-31,0.20413902742603193
2020-06-30,0.20723302825068388
2020-07-31,0.19351126386889772
2020-08-31,0.19711387332967692
2020-09-30,0.18881116601506687
2020-10-31,0.17944410024739613
2020-11-30,0.19243177981741397
2020-12-31,0.18529998737243017
2021-01-31,0.18899615221517052
2021-02-28,0.1817114162168328
2021-03-31,0.17513176984977935
2021-04-30,0.18519535642376633
2021-05-31,0.18089425185531718
2021-06-30,0.18333796809739536
2021-07-31,0.1789882862480099
2021-08-31,0.17554133372459302
2021-09-30,0.17831536585524288
2021-10-31,0.1837494707035322
2021-11-30,0.17720971200969582
2021-12-31,0.17407550050532272
2022-01-31,0.16435005068378397
2022-02-28,0.15498417371753068
2022-03-31,0.15139221295031752
2022-04-30,0.14487577986180347
2022-05-31,0.15472875920769888
2022-06-30,0.161378986232572
2022-07-31,0.16522506086003555
2022-08-31,0.15282849394598955
2022-09-30,0.15181959581340987
2022-10-31,0.14218607385141543
2022-11-30,0.1582222256576571
2022-12-31,0.16707107851341657
2023-01-31,0.18149300332184465
2023-02-28,0.17705100385581402
2023-03-31,0.18087850998395386
2023-04-30,0.18356213438134075
2023-05-31,0.18599291175403945
2023-06-30,0.18727466728935718
2023-07-31,0.19026300733961604
2023-08-31,0.19448605144349657
2023-09-30,0.18187228891513632
2023-10-31,0.1825673249887078
2023-11-30,0.1735866288574211
2023-12-31,0.1748436748329151
2024-01-31,0.16530180309233344
2024-02-29,0.1741364293545034
2024-03-31,0.1742796020211136
2024-04-30,0.1812814874518645
2024-05-31,0.1929079119437591
2024-06-30,0.18475884414819094
2024-07-31,0.1783072571519626
2024-08-31,0.1755348458459111
2024-09-30,0.18414172172621876
2024-10-31,0.17991247297785695
2024-11-30,0.18699628034986646
2024-12-31,0.1909579848850528
