date,nav
2017-05-31,0.08428873117220609
2017-06-30,0.08709866017807681
2017-07-31,0.0901223486801398
2017-08-31,0.09760471711825933
2017-09-30,0.09759368119538879
2017-10-31,0.09882955549560318
2017-11-30,0.1001121733450216
2017-12-31,0.09977042275146568
2018-01-31,0.10566469497380276
2018-02-28,0.10568706442615358
2018-03-31,0.10422739891850104
2018-04-30,0.10407349196898694
2018-05-31,0.10491670945651525
2018-06-30,0.10570568834354221
2018-07-31,0.10518501106297622
2018-08-31,0.10611876331684637
2018-09-30,0.11448637449706456
2018-10-31,0.11480721640292645
2018-11-30,0.11230499570046071
2018-12-31,0.11541333040748822
2019-01-31,0.11575444440102745
2019-02-28,0.11595947433319875
2019-03-31,0.11526699288583256
2019-04-30,0.1180582749837715
2019-05-31,0.11828400608069513
2019-06-30,0.1309148237267375
2019-07-31,0.13502969424002742
2019-08-31,0.13549933861134325
2019-09-30,0.12967395596629605
2019-10-31,0.13050716963175482
2019-11-30,0.12214998139464159
2019-12-31,0.12171524589223287
2020-01-31,0.11988098941299839
2020-02-29,0.12535597092993073
2020-03-31,0.1397909581465331
2020-04-30,0.12798705102393637
2020-05-31,0.12944760119518056
2020-06-30,0.13140953415548137
2020-07-31,0.12270837044196098
2020-08-31,0.1249928486370526
2020-09-30,0.11972796720038326
2020-10-31,0.1137881668640382
2020-11-30,0.12202384790610832
2020-12-31,0.1175014877446882
2021-01-31,0.11984526589197037
2021-02-28,0.11522591840057914
2021-03-31,0.1110536715674928
2021-04-30,0.11743514680492419
2021-05-31,0.11470773597918747
2021-06-30,0.11625732707543422
2021-07-31,0.11349913754352217
2021-08-31,0.11131338921503175
2021-09-30,0.11307244156948151
2021-10-31,0.11651828009814286
2021-11-30,0.1123713199685941
2021-12-31,0.11038386105681405
2022-01-31,0.10421680030321144
2022-02-28,0.09827777722005532
2022-03-31,0.09600006391221266
2022-04-30,0.09186788674766959
2022-05-31,0.09811581381444696
2022-06-30,0.10233281497371148
2022-07-31,0.10477167974684544
2022-08-31,0.09691082380349693
2022-09-30,0.09627105809445936
2022-10-31,0.0901623127347531
2022-11-30,0.10033108191814238
2022-12-31,0.10594226983807632
2023-01-31,0.11508741103259361
2023-02-28,0.11227068125315064
2023-03-31,0.11469776956346077
2023-04-30,0.11639949065099925
2023-05-31,0.11794087841279571
2023-06-30,0.11875366651341113
2023-07-31,0.12064860062658832
2023-08-31,0.12332650030805521
2023-09-30,0.11532793328285065
2023-10-31,0.11576866424766324
2023-11-30,0.11007386906983663
2023-12-31,0.11087098504908675
2024-01-31,0.10482032837405221
2024-02-29,0.11042250834820702
2024-03-31,0.11051329544455703
2024-04-30,0.11495329630767954
2024-05-31,0.12232578484997834
2024-06-30,0.11715833607454566
2024-07-31,0.11306729194070397
2024-08-31,0.11130926750101965
2024-09-30,0.1167670037046059
2024-10-31,0.11408518283128385
2024-11-30,0.11857713075352028
2024-12-31,0.12108930337572237
